Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Descripcion_Psicologica
4,5,1,2,1,2,1,4,4,4,"Callado, Amable, Cooperador, Organizado, Eficiente, Vulnerable, Temperamental, Curioso, No convencional"
4,3,4,2,3,2,2,2,4,3,"Callado, Desorganizado, Flexible, Preocupado"
4,4,2,4,1,3,2,4,2,5,"Reservado, Amable, Empático, Organizado, Disciplinado, Sereno, Relajado, No convencional, Original"
4,5,4,1,2,3,1,2,4,4,"Reflexivo, Cooperador, Compasivo, Flexible, Preocupado, Inseguro, Creativo, Intelectual"
1,3,1,5,2,4,3,4,2,4,"Sociable, Extrovertido, Organizado, Resiliente, Creativo"
4,3,4,4,3,3,3,2,1,3,"Discreto, Introvertido, Relajado, Desorganizado, Estable emocionalmente"
3,3,2,5,2,3,3,4,1,4,"Minucioso, Fiable, Estable emocionalmente, Creativo, Imaginativo"
3,3,3,5,4,4,4,3,2,3,"Franco, Calmado, Resiliente, Pragmático"
2,4,3,4,1,4,2,4,2,5,"Energético, Compasivo, Calmado, Imaginativo"
1,5,1,4,1,5,1,5,2,5,"Extrovertido, Hablador, Amable, Planificador, Minucioso, Sereno, Seguro, Original, No convencional"
3,3,2,3,3,3,4,4,4,3,"Competitivo, Directo, Eficiente, Planificador"
3,2,4,3,2,3,5,3,3,3,"Franco, Directo, Desorganizado, Flexible"
3,2,1,3,4,3,4,5,2,3,"Crítico, Directo, Eficiente, Calmado, Relajado, Pies en la tierra, Pragmático"
3,2,1,3,2,2,4,4,2,3,"Reflexivo, Competitivo, Franco, Disciplinado, Eficiente, Seguro, Sereno"
1,5,3,3,2,4,1,3,3,4,"Asertivo, Cooperador, Conciliador, Intelectual, Creativo"
5,4,2,3,2,1,2,4,3,4,"Reflexivo, Cooperador, Minucioso, Planificador, Curioso"
4,5,3,2,2,2,1,3,4,4,"Reservado, Distante, Cooperador, Confiado, Sensible al estrés, Curioso"
3,4,3,4,3,3,2,4,2,3,"Amable, Cooperador, Estable emocionalmente, Relajado"
1,3,2,5,2,4,4,4,2,4,"Entusiasta, Directo, Minucioso, Sereno, Imaginativo, Original"
2,3,4,3,3,3,2,2,3,3,Flexible
1,3,3,2,2,4,3,3,5,4,"Extrovertido, Sociable, Ansioso, Vulnerable, Creativo"
3,5,2,2,1,3,1,5,4,5,"Empático, Compasivo, Eficiente, Preocupado, Temperamental, Creativo"
3,3,1,3,2,3,2,5,2,4,"Organizado, Eficiente, Seguro, Original, Creativo"
4,3,5,1,3,2,2,1,5,3,"Reservado, Relajado, Impulsivo, Vulnerable, Temperamental"
3,4,4,4,2,3,3,3,2,5,"Flexible, Desorganizado, Resiliente, Sereno, Creativo, Original"
4,1,3,5,4,2,5,3,2,3,"Distante, Callado, Competitivo, Sereno, Resiliente, Práctico, Convencional"
3,3,2,2,2,3,4,4,4,4,"Escéptico, Directo, Planificador, Preocupado, Inseguro, No convencional, Original"
3,3,3,4,4,2,2,3,1,2,"Discreto, Reflexivo, Seguro, Realista, Pies en la tierra"
3,3,3,2,4,3,3,3,4,3,"Ansioso, Pies en la tierra"
2,3,1,3,2,4,3,4,3,4,"Asertivo, Organizado, Fiable, No convencional"
2,3,2,5,3,4,4,4,2,4,"Asertivo, Directo, Planificador, Estable emocionalmente, Relajado"
3,2,1,3,4,2,5,5,4,2,"Reflexivo, Franco, Competitivo, Fiable, Disciplinado, Pragmático, Convencional"
1,4,2,4,2,4,2,4,2,4,"Asertivo, Hablador, Cooperador, Fiable, Calmado, Intelectual"
1,3,2,4,4,4,3,3,2,2,"Entusiasta, Calmado, Pies en la tierra, Práctico"
2,3,2,4,2,3,2,4,2,3,"Disciplinado, Relajado"
4,3,2,3,3,2,2,5,3,3,"Discreto, Reflexivo, Eficiente"
3,2,3,2,3,3,4,3,4,2,"Franco, Preocupado, Vulnerable, Pragmático"
3,4,1,3,2,2,1,5,3,4,"Distante, Amable, Empático, Disciplinado, Organizado, Original"
3,3,2,2,2,4,3,4,4,4,"Fiable, Minucioso, Temperamental, Curioso, Creativo"
3,5,3,3,1,4,1,3,3,5,"Confiado, Cooperador, Curioso"
2,4,2,4,2,4,2,3,2,4,"Asertivo, Energético, Cooperador, Empático, Seguro, Intelectual"
4,4,2,5,3,2,2,4,1,2,"Reservado, Empático, Planificador, Resiliente, Realista"
3,2,4,4,2,3,4,2,2,4,"Desconfiado, Competitivo, Relajado, Estable emocionalmente, Intelectual"
3,4,4,2,3,2,3,2,4,3,"Reflexivo, Impulsivo, Espontáneo, Inseguro, Temperamental"
1,3,2,4,1,5,2,4,2,5,"Hablador, Planificador, Organizado, Relajado, Resiliente, Original, No convencional"
5,4,2,5,4,2,2,3,2,2,"Distante, Reflexivo, Compasivo, Relajado, Práctico, Realista"
1,3,3,4,2,5,2,2,1,4,"Energético, Asertivo, Descuidado, Espontáneo, Relajado, Seguro, Creativo"
3,3,2,1,2,3,3,3,4,5,"Sensible al estrés, Original"
4,4,1,4,1,3,2,4,2,4,"Callado, Cooperador, Empático, Planificador, Eficiente, Sereno, Resiliente, Creativo, Original"
3,4,3,4,2,3,2,3,2,3,"Cooperador, Relajado"
5,3,2,4,3,1,4,3,3,3,"Reservado, Directo, Desconfiado, Relajado"
3,5,2,3,3,3,2,3,3,3,Compasivo
4,4,2,4,4,3,3,4,2,3,"Callado, Introvertido, Minucioso, Sereno, Relajado, Pies en la tierra"
2,4,2,2,1,5,2,3,4,4,"Energético, Sociable, Cooperador, Conciliador, Temperamental, Imaginativo, No convencional"
3,3,4,5,2,3,2,3,2,4,"Espontáneo, Descuidado, Seguro, Sereno, Intelectual"
2,2,2,3,1,3,4,4,4,4,"Franco, Fiable, Organizado, Imaginativo"
4,2,1,3,3,1,4,4,3,3,"Reservado, Discreto, Competitivo, Minucioso"
3,4,3,5,1,4,2,3,2,4,"Cooperador, Conciliador, Estable emocionalmente, Imaginativo, Creativo"
2,4,1,4,2,4,3,4,2,4,"Extrovertido, Minucioso, Sereno, Intelectual, Original"
4,2,4,4,4,2,3,3,2,2,"Distante, Discreto, Franco, Desconfiado, Espontáneo, Impulsivo, Resiliente, Relajado, Pies en la tierra, Práctico"
2,4,2,4,3,3,2,4,2,4,"Empático, Compasivo, Eficiente, Planificador, Seguro"
4,3,5,2,4,3,3,1,4,3,"Reservado, Callado, Descuidado, Preocupado, Realista"
3,4,2,2,4,3,2,4,3,2,"Confiado, Fiable, Pragmático"
5,3,4,3,3,2,3,2,3,4,"Callado, Desorganizado, Flexible"
2,2,2,2,3,3,3,3,3,3,Competitivo
3,2,2,1,2,3,4,4,5,4,"Competitivo, Organizado, Planificador, Sensible al estrés, Curioso, Creativo"
4,4,2,3,3,2,2,4,3,4,"Callado, Discreto, Conciliador, Cooperador, Planificador"
4,1,3,2,1,3,5,3,4,4,"Introvertido, Crítico, Competitivo, Temperamental, Vulnerable, Imaginativo"
3,3,2,5,2,3,3,3,2,4,"Estable emocionalmente, Intelectual, Creativo"
4,4,4,3,1,2,2,3,4,4,"Distante, Discreto, Compasivo, Amable, Desorganizado, Imaginativo"
3,4,1,5,3,4,2,4,1,3,"Confiado, Disciplinado, Eficiente, Seguro"
4,4,4,2,3,3,3,2,4,3,"Reservado, Reflexivo, Desorganizado, Espontáneo, Ansioso"
3,5,3,3,2,3,1,2,3,4,"Confiado, Cooperador, Impulsivo, Espontáneo, No convencional"
4,3,1,3,3,2,3,4,3,4,"Callado, Reflexivo, Planificador"
4,3,1,2,2,3,3,5,4,4,"Distante, Planificador, Organizado, Temperamental, No convencional"
4,3,5,2,5,3,3,2,4,1,"Reservado, Discreto, Espontáneo, Flexible, Vulnerable, Preocupado, Realista, Tradicional"
5,5,3,3,3,1,1,3,3,3,"Callado, Reservado, Cooperador"
3,4,2,2,3,3,1,3,3,3,Compasivo
4,3,4,2,3,2,3,2,4,3,"Reflexivo, Relajado, Inseguro"
3,3,3,4,3,2,2,2,3,3,"Discreto, Relajado, Estable emocionalmente"
4,5,2,3,2,3,1,3,2,5,"Reflexivo, Conciliador, Amable, Sereno, Creativo"
5,2,2,4,1,2,4,4,3,5,"Callado, Reservado, Desconfiado, Escéptico, Planificador, Fiable, Sereno, Curioso"
2,2,2,4,3,5,5,3,2,3,"Extrovertido, Desconfiado, Competitivo, Relajado"
2,4,1,4,3,3,1,5,2,3,"Confiado, Compasivo, Organizado, Estable emocionalmente"
4,4,4,1,2,2,2,3,4,4,"Callado, Amable, Desorganizado, Preocupado, No convencional"
3,4,2,3,2,3,2,3,3,4,"Confiado, Compasivo, Creativo"
4,4,4,5,4,1,2,1,2,2,"Callado, Conciliador, Amable, Impulsivo, Espontáneo, Estable emocionalmente, Tradicional"
3,3,2,3,3,3,3,3,3,4,Perfil Equilibrado / Moderado
2,3,4,5,1,4,3,3,2,5,"Sociable, Extrovertido, Descuidado, Desorganizado, Estable emocionalmente, Calmado, Curioso"
1,5,3,5,2,5,1,3,1,4,"Extrovertido, Sociable, Empático, Estable emocionalmente, Intelectual"
2,2,3,3,2,4,4,4,3,5,"Asertivo, Desconfiado, Imaginativo"
4,4,1,5,4,1,2,5,2,2,"Introvertido, Reflexivo, Compasivo, Eficiente, Relajado, Calmado, Pies en la tierra"
2,4,3,5,3,3,2,3,1,3,"Compasivo, Sereno"
5,3,1,3,1,1,3,4,4,4,"Reservado, Callado, Organizado, Disciplinado, Curioso"
3,3,2,4,3,2,3,4,2,3,"Introvertido, Reservado, Planificador, Organizado, Calmado"
4,5,4,2,1,2,1,3,4,5,"Reservado, Distante, Confiado, Cooperador, Relajado, Temperamental, Vulnerable, Curioso, No convencional"
4,3,2,3,3,2,4,4,3,3,"Discreto, Introvertido, Competitivo, Franco, Fiable"
1,3,2,3,2,5,4,4,4,4,"Asertivo, Directo, Franco, Disciplinado, Imaginativo"
2,2,1,3,4,3,3,5,3,3,"Franco, Directo, Eficiente, Realista"
3,2,2,3,4,3,4,4,3,2,"Directo, Franco, Planificador, Pies en la tierra, Realista"
4,4,3,4,2,3,2,3,2,4,"Reflexivo, Distante, Conciliador, Confiado, Relajado, Sereno, Imaginativo"
2,5,1,3,2,4,1,5,2,4,"Hablador, Entusiasta, Cooperador, Compasivo, Fiable, Eficiente, Relajado, Resiliente, Curioso"
3,3,2,5,3,2,4,5,2,4,"Callado, Reservado, Escéptico, Minucioso, Estable emocionalmente, Relajado"
3,2,4,4,3,2,4,2,3,3,"Reservado, Directo, Flexible, Calmado, Sereno"
4,5,3,2,3,2,1,3,3,3,"Introvertido, Confiado"
3,4,1,2,2,3,2,4,3,4,"Cooperador, Minucioso, Organizado, Intelectual, Imaginativo"
2,4,2,4,2,3,1,5,2,4,"Amable, Eficiente, Seguro, Original, Creativo"
1,5,1,4,3,4,1,5,2,3,"Asertivo, Energético, Cooperador, Minucioso, Disciplinado, Seguro, Relajado"
5,5,5,3,2,2,1,2,4,4,"Callado, Amable, Flexible, Imaginativo, Creativo"
5,2,4,3,4,1,4,2,2,2,"Introvertido, Distante, Directo, Crítico, Descuidado, Resiliente, Realista"
4,2,2,4,4,2,4,4,2,3,"Introvertido, Crítico, Franco, Disciplinado, Calmado, Seguro, Pragmático, Práctico"
5,4,3,4,3,2,2,3,2,3,"Discreto, Callado, Cooperador, Confiado, Seguro, Resiliente"
3,4,3,2,4,3,2,3,3,2,"Amable, Compasivo, Realista"
2,4,3,4,2,4,2,4,3,4,"Extrovertido, Sociable, Amable, Calmado, Imaginativo, Original"
4,4,2,3,3,2,3,3,3,4,"Reflexivo, Introvertido"
1,5,1,5,1,5,2,4,1,5,"Extrovertido, Sociable, Empático, Organizado, Fiable, Resiliente, Relajado, Creativo"
5,4,2,3,4,2,2,4,2,3,"Reservado, Callado, Amable, Fiable, Calmado, Sereno, Convencional, Práctico"
2,2,4,2,3,4,4,1,4,3,"Extrovertido, Competitivo, Desorganizado, Sensible al estrés, Temperamental"
4,4,1,3,2,3,3,5,4,4,"Reservado, Eficiente, Disciplinado, Intelectual"
3,3,5,2,2,3,3,1,3,4,"Descuidado, Impulsivo, Creativo"
3,4,4,2,3,4,3,3,4,3,"Relajado, Espontáneo, Inseguro"
2,3,3,3,2,3,3,3,3,4,Intelectual
4,5,3,2,2,3,1,3,4,4,"Discreto, Conciliador, Amable, Ansioso, Vulnerable, No convencional, Imaginativo"
2,4,2,4,2,4,2,3,2,4,"Entusiasta, Sociable, Amable, Conciliador, Relajado, Creativo"
4,2,3,5,4,2,4,3,2,2,"Discreto, Introvertido, Desconfiado, Seguro, Convencional"
1,4,2,4,1,5,2,4,2,5,"Entusiasta, Confiado, Conciliador, Fiable, Sereno, Original, Creativo"
3,3,3,5,4,3,4,4,2,2,"Escéptico, Franco, Relajado, Convencional, Pies en la tierra"
2,5,2,3,3,4,1,4,3,3,"Asertivo, Extrovertido, Conciliador, Eficiente"
1,4,2,5,4,5,2,3,1,3,"Sociable, Extrovertido, Cooperador, Conciliador, Calmado, Tradicional"
1,5,3,2,1,5,1,4,4,5,"Asertivo, Amable, Empático, Preocupado, No convencional, Original"
5,3,2,3,2,1,3,4,4,4,"Discreto, Reservado, Minucioso, Organizado, Original"
2,5,1,4,1,3,1,4,2,5,"Empático, Cooperador, Fiable, Relajado, Creativo"
3,3,2,3,2,3,4,4,3,4,"Franco, Escéptico, Eficiente, Intelectual, Original"
4,2,4,3,1,2,4,3,3,5,"Reflexivo, Desconfiado, Relajado, Imaginativo, Original"
5,4,2,5,3,1,3,3,2,4,"Reservado, Reflexivo, Sereno"
2,3,2,2,1,3,3,4,4,5,"Eficiente, Organizado, Preocupado, Creativo, Imaginativo"
4,3,3,2,4,2,3,3,4,3,"Reflexivo, Temperamental, Sensible al estrés, Pies en la tierra"
3,2,3,5,1,3,5,3,1,4,"Desconfiado, Estable emocionalmente, Resiliente, Imaginativo, Original"
1,4,1,3,3,4,1,4,3,4,"Energético, Entusiasta, Amable, Compasivo, Eficiente, Disciplinado"
1,4,3,3,2,4,2,3,3,3,"Sociable, Asertivo, Compasivo"
2,5,3,3,4,3,1,3,3,3,"Cooperador, Empático, Tradicional, Pies en la tierra"
4,3,4,3,2,2,2,3,3,4,"Discreto, Espontáneo, Relajado, Intelectual"
4,3,2,3,3,3,2,3,3,3,"Reservado, Distante"
2,2,1,2,3,4,5,5,4,3,"Extrovertido, Asertivo, Escéptico, Organizado, Inseguro"
4,4,2,4,3,2,2,4,3,3,"Callado, Empático, Confiado, Minucioso, Organizado, Sereno, Relajado"
4,1,3,3,2,2,5,2,4,3,"Reflexivo, Distante, Directo, Competitivo, Relajado"
5,5,3,2,2,1,1,3,4,4,"Distante, Amable, Sensible al estrés, Temperamental, Original, Creativo"
4,4,3,5,3,2,2,2,1,4,"Callado, Amable, Relajado, Estable emocionalmente"
3,4,3,3,3,2,2,2,3,4,"Reflexivo, Cooperador, Flexible"
3,4,2,3,3,3,1,3,2,3,"Empático, Resiliente"
3,3,2,3,2,3,3,4,3,4,"Disciplinado, Intelectual, Creativo"
3,2,2,4,3,2,3,3,3,3,"Reservado, Escéptico, Estable emocionalmente, Sereno"
1,5,4,1,1,4,2,3,5,5,"Asertivo, Cooperador, Espontáneo, Desorganizado, Inseguro, Intelectual, Original"
4,5,2,2,5,2,2,3,3,2,"Distante, Callado, Compasivo, Confiado, Pragmático, Práctico"
5,4,2,2,2,2,3,4,4,3,"Distante, Discreto, Disciplinado, Temperamental"
5,4,4,3,2,2,2,2,4,4,"Callado, Amable, Relajado, Impulsivo, Curioso, Intelectual"
4,3,5,3,2,2,3,2,3,4,"Reflexivo, Discreto, Descuidado, Flexible, Curioso, Original"
3,3,3,4,1,2,3,3,3,4,"Reservado, Callado, Resiliente, Relajado, Original"
4,4,3,5,1,2,3,3,2,5,"Introvertido, Callado, Seguro, Intelectual"
3,2,3,4,3,3,5,4,3,2,"Competitivo, Crítico, Seguro, Convencional"
2,3,4,3,5,3,3,2,3,2,"Desorganizado, Realista"
2,2,4,2,2,3,3,2,3,3,"Competitivo, Crítico, Impulsivo, Espontáneo"
1,5,2,5,3,4,1,5,2,4,"Energético, Cooperador, Organizado, Estable emocionalmente"
5,3,4,1,4,2,3,3,5,2,"Reservado, Callado, Impulsivo, Espontáneo, Inseguro, Pies en la tierra"
2,3,3,1,3,3,2,3,5,4,"Ansioso, Vulnerable"
4,2,4,3,4,2,4,2,3,1,"Distante, Crítico, Directo, Impulsivo, Realista, Tradicional"
3,2,2,5,3,3,5,4,1,4,"Escéptico, Planificador, Disciplinado, Seguro"
3,4,2,5,2,4,2,4,1,3,"Confiado, Disciplinado, Fiable, Calmado"
2,3,2,4,4,4,3,4,2,3,"Energético, Sociable, Fiable, Organizado, Relajado, Pies en la tierra, Práctico"
5,2,3,1,2,1,3,3,5,3,"Distante, Crítico, Competitivo, Temperamental"
4,3,3,4,4,2,3,4,2,3,"Introvertido, Seguro, Pies en la tierra"
2,3,5,3,3,4,3,1,3,4,"Entusiasta, Impulsivo"
2,2,3,3,1,4,5,3,3,5,"Energético, Desconfiado, Franco, No convencional"
1,4,4,1,2,5,3,2,4,4,"Asertivo, Extrovertido, Relajado, Desorganizado, Inseguro, No convencional"
4,4,3,3,2,2,1,3,3,4,"Distante, Reservado, Amable, Intelectual"
3,3,1,1,2,3,3,4,4,3,"Organizado, Minucioso, Preocupado"
3,4,3,4,3,4,1,3,2,3,"Confiado, Estable emocionalmente"
2,4,2,3,4,3,2,5,3,3,"Cooperador, Compasivo, Disciplinado, Minucioso, Pragmático"
3,4,4,3,2,3,2,3,3,4,"Amable, Desorganizado, Curioso"
2,2,3,3,3,4,4,3,3,4,"Energético, Escéptico, Franco"
5,3,2,1,3,2,3,3,5,4,"Introvertido, Inseguro"
3,5,1,5,3,3,1,5,1,3,"Conciliador, Empático, Eficiente, Estable emocionalmente, Relajado"
2,4,1,3,4,4,2,5,3,3,"Hablador, Energético, Conciliador, Empático, Planificador, Práctico, Pragmático"
2,3,3,3,1,3,3,2,3,5,"Relajado, Impulsivo, Intelectual, Creativo"
2,1,3,4,3,4,5,3,3,3,"Extrovertido, Sociable, Directo, Resiliente"
4,4,3,2,3,2,2,2,4,3,"Callado, Empático, Flexible, Desorganizado, Preocupado, Temperamental"
4,4,4,1,3,2,2,2,5,3,"Reservado, Cooperador, Confiado, Desorganizado, Impulsivo, Preocupado"
4,4,2,4,2,1,2,3,2,4,"Callado, Discreto, Empático, Confiado, Seguro, Intelectual"
3,5,5,3,1,2,1,1,3,5,"Distante, Empático, Amable, Relajado, Flexible, Intelectual, Curioso"
5,4,2,3,4,2,2,3,3,3,"Callado, Distante, Amable, Compasivo, Pies en la tierra, Práctico"
1,4,4,4,1,4,2,2,3,4,"Energético, Sociable, Compasivo, Descuidado, Relajado, Estable emocionalmente, Intelectual"
2,4,3,3,2,4,3,3,3,4,"Sociable, Energético, Intelectual, Original"
3,4,4,2,3,3,2,3,4,3,"Confiado, Cooperador, Descuidado, Preocupado"
2,3,5,3,3,3,3,1,2,4,"Flexible, Relajado"
4,2,5,2,2,2,4,1,4,4,"Discreto, Desconfiado, Desorganizado, Sensible al estrés, Vulnerable, No convencional"
2,4,2,4,4,3,1,4,2,3,"Cooperador, Organizado, Estable emocionalmente, Pies en la tierra, Práctico"
1,2,3,1,1,4,3,3,5,5,"Energético, Asertivo, Crítico, Desconfiado, Temperamental, Creativo"
4,3,4,2,3,2,3,3,4,3,"Discreto, Flexible, Desorganizado, Vulnerable, Sensible al estrés"
4,4,3,3,3,3,2,3,3,3,"Reservado, Callado, Cooperador"
3,3,3,4,2,3,3,3,2,4,"Relajado, Original, No convencional"
4,3,3,3,4,2,3,3,3,3,"Distante, Reservado, Convencional"
4,4,1,4,4,2,1,4,2,2,"Discreto, Reflexivo, Conciliador, Confiado, Organizado, Seguro, Sereno, Pragmático, Pies en la tierra"
3,1,3,3,1,3,4,3,3,4,"Directo, Desconfiado, Creativo"
2,3,5,3,1,4,3,2,3,4,"Energético, Sociable, Espontáneo, Impulsivo, Creativo, Intelectual"
5,3,2,2,2,2,3,3,4,4,"Distante, Introvertido, Ansioso, No convencional, Intelectual"
3,2,2,4,1,4,3,3,2,5,"Desconfiado, Crítico, Relajado, Seguro, Creativo, Curioso"
3,4,2,4,2,3,1,4,2,4,"Conciliador, Compasivo, Disciplinado, Organizado, Calmado, Resiliente, Original, Imaginativo"
4,5,1,4,2,3,1,5,2,4,"Callado, Cooperador, Minucioso, Resiliente, Seguro, Imaginativo, Intelectual"
2,4,2,3,2,4,1,4,2,4,"Energético, Confiado, Empático, Eficiente, Estable emocionalmente, Imaginativo"
3,2,4,2,4,2,3,2,4,2,"Distante, Franco, Espontáneo, Relajado, Inseguro, Sensible al estrés, Pies en la tierra"
3,4,4,2,3,4,1,3,4,4,"Conciliador, Compasivo, Desorganizado, Sensible al estrés, Vulnerable"
2,3,3,2,2,5,3,4,3,4,"Extrovertido, Energético, Curioso"
3,3,4,1,3,3,4,2,4,3,"Escéptico, Franco, Espontáneo, Relajado, Vulnerable, Inseguro"
1,3,5,4,2,5,3,2,2,4,"Asertivo, Entusiasta, Descuidado, Sereno, Calmado, Intelectual, No convencional"
2,4,1,4,1,4,2,5,2,5,"Hablador, Energético, Confiado, Organizado, Estable emocionalmente, Calmado, Intelectual, Original"
2,4,2,4,1,4,2,4,2,5,"Hablador, Empático, Confiado, Planificador, Disciplinado, Sereno, Imaginativo"
2,4,3,3,1,4,2,3,3,5,"Extrovertido, Compasivo, Intelectual, Original"
4,3,3,3,1,3,2,3,2,5,"Discreto, Sereno, Relajado, Creativo"
1,4,4,5,4,4,1,2,2,2,"Entusiasta, Asertivo, Amable, Confiado, Espontáneo, Relajado, Realista, Convencional"
5,1,3,2,2,2,5,3,4,3,"Callado, Distante, Desconfiado, Temperamental, Vulnerable"
3,3,3,3,3,2,2,4,4,2,"Discreto, Reservado, Pies en la tierra"
3,4,1,4,4,2,2,5,3,3,"Callado, Reflexivo, Amable, Empático, Eficiente, Minucioso, Seguro, Convencional, Pies en la tierra"
4,4,3,4,2,2,2,3,2,4,"Reflexivo, Reservado, Conciliador, Cooperador, Seguro, Original"
2,3,4,1,1,4,3,2,4,5,"Hablador, Desorganizado, Flexible, Temperamental, Intelectual"
2,4,3,1,3,4,3,3,4,3,"Hablador, Preocupado"
4,4,2,5,1,3,2,4,1,4,"Discreto, Distante, Empático, Cooperador, Organizado, Estable emocionalmente, Relajado, Intelectual, Imaginativo"
2,4,3,4,3,3,2,4,2,3,"Compasivo, Estable emocionalmente, Seguro"
3,4,1,3,2,3,1,4,3,4,"Amable, Planificador, Intelectual"
4,4,3,3,5,2,3,3,2,2,"Distante, Introvertido, Seguro, Resiliente, Realista"
1,4,4,3,2,4,3,2,3,4,"Energético, Entusiasta, Desorganizado, Creativo"
5,3,1,2,2,2,4,4,5,5,"Discreto, Crítico, Disciplinado, Preocupado, Ansioso, Intelectual, Curioso"
3,5,1,4,1,4,1,4,2,4,"Amable, Cooperador, Minucioso, Disciplinado, Calmado, Seguro, Intelectual, Original"
3,4,2,4,3,3,1,4,2,3,"Conciliador, Cooperador, Disciplinado, Resiliente"
2,4,2,3,4,4,3,3,3,2,"Sociable, Pies en la tierra, Pragmático"
1,2,2,4,1,5,4,3,2,5,"Asertivo, Energético, Competitivo, Crítico, Calmado, Resiliente, Original, Creativo"
2,4,2,4,3,4,3,4,2,4,"Energético, Hablador, Disciplinado, Eficiente, Seguro"
4,4,3,2,1,2,2,4,3,4,"Callado, Discreto, Conciliador, Curioso, Original"
4,3,3,2,3,2,3,2,4,3,"Reservado, Relajado, Ansioso, Inseguro"
3,4,3,3,3,3,2,3,4,3,Confiado
3,3,1,3,2,3,2,5,3,4,"Disciplinado, Intelectual"
2,4,3,2,1,4,2,3,4,5,"Energético, Asertivo, Cooperador, Confiado, Vulnerable, Temperamental, Curioso"
3,2,4,3,2,3,4,2,4,4,"Franco, Crítico, Flexible, Espontáneo, Imaginativo, Original"
3,3,4,3,3,3,3,3,4,4,"Impulsivo, Espontáneo"
2,2,4,3,3,3,4,3,4,3,"Competitivo, Impulsivo, Desorganizado"
3,2,4,3,3,2,5,1,3,3,"Discreto, Reflexivo, Desconfiado, Descuidado, Desorganizado"
4,4,3,2,4,3,2,3,4,2,"Distante, Cooperador, Sensible al estrés, Preocupado, Convencional, Pragmático"
4,4,1,4,4,2,3,5,2,2,"Introvertido, Planificador, Resiliente, Sereno, Convencional, Realista"
2,4,4,1,3,4,2,1,5,3,"Entusiasta, Hablador, Compasivo, Flexible, Preocupado, Inseguro"
3,3,1,2,5,3,4,4,4,2,"Directo, Escéptico, Minucioso, Organizado, Vulnerable, Pragmático, Convencional"
2,4,3,3,2,3,2,3,2,4,"Empático, Cooperador, Sereno, No convencional"
2,3,1,3,3,4,3,4,3,3,"Entusiasta, Organizado"
2,3,2,2,4,4,3,3,4,3,"Energético, Extrovertido, Vulnerable, Realista"
3,4,2,3,3,3,1,4,3,3,"Amable, Empático, Planificador, Disciplinado"
1,3,3,5,5,5,2,3,2,2,"Extrovertido, Entusiasta, Sereno, Tradicional"
1,4,4,3,4,4,1,3,3,2,"Extrovertido, Entusiasta, Confiado, Espontáneo, Práctico"
2,4,3,4,2,3,2,3,2,4,"Confiado, Empático, Calmado, Relajado, Creativo, Intelectual"
1,5,4,3,3,4,1,3,4,3,"Asertivo, Hablador, Cooperador, Compasivo, Impulsivo"
3,2,5,1,1,3,4,2,5,4,"Desconfiado, Directo, Impulsivo, Preocupado, Ansioso, No convencional"
3,3,4,3,1,3,3,2,2,4,"Desorganizado, Espontáneo, Estable emocionalmente, Calmado, Curioso, Original"
2,3,1,3,2,4,2,4,4,4,"Sociable, Organizado, Eficiente, Creativo, Intelectual"
2,2,4,3,1,4,5,2,2,4,"Extrovertido, Crítico, Espontáneo, Desorganizado, Seguro, Resiliente, Intelectual"
4,3,3,4,5,2,3,3,2,1,"Reservado, Callado, Estable emocionalmente, Resiliente, Práctico, Pragmático"
4,3,3,3,4,2,3,2,3,2,"Reflexivo, Reservado, Relajado, Pies en la tierra"
2,4,1,3,1,4,3,5,3,4,"Entusiasta, Extrovertido, Fiable, Imaginativo, Intelectual"
3,2,1,2,3,4,3,5,4,3,"Desconfiado, Fiable, Planificador, Ansioso, Vulnerable"
1,3,1,3,1,5,2,4,3,5,"Extrovertido, Entusiasta, Fiable, Organizado, Imaginativo"
3,5,2,3,2,3,1,4,3,4,"Conciliador, Fiable, No convencional, Curioso"
4,3,4,1,3,2,4,3,5,3,"Introvertido, Crítico, Desorganizado, Vulnerable, Ansioso"
3,2,5,3,2,2,3,1,3,3,"Discreto, Directo, Descuidado, Relajado"
4,3,3,3,2,3,3,3,2,3,"Reservado, Resiliente"
1,2,2,5,3,5,3,3,2,3,"Asertivo, Extrovertido, Crítico, Resiliente, Estable emocionalmente"
4,3,2,3,1,3,3,4,3,4,"Reservado, Callado, Fiable, Original"
2,5,1,4,2,4,2,4,3,4,"Energético, Entusiasta, Empático, Eficiente, Resiliente, Sereno, No convencional, Curioso"
3,3,2,2,2,3,3,4,3,4,"Disciplinado, Eficiente, No convencional"
1,4,3,2,3,5,2,4,4,4,"Hablador, Compasivo, Cooperador, Vulnerable"
2,3,4,4,1,4,3,2,2,5,"Energético, Hablador, Flexible, Relajado, Creativo"
4,5,3,2,3,2,1,3,4,2,"Discreto, Confiado, Ansioso, Sensible al estrés, Convencional, Pies en la tierra"
1,4,1,3,2,4,2,4,3,3,"Asertivo, Extrovertido, Compasivo, Empático, Fiable"
4,4,4,3,1,3,1,3,2,4,"Introvertido, Discreto, Cooperador, Desorganizado, Sereno, Estable emocionalmente, Intelectual, Imaginativo"
4,3,5,3,2,2,4,1,3,4,"Callado, Distante, Escéptico, Franco, Descuidado, Desorganizado, Imaginativo"
